signal_date,entry_date,exit_date,days_held,outcome,trade_type,signal_close,limit_price,entry_price,target_price,stop_price,exit_price,gross_return_%,net_return_%,hit_target,partial_taken,peak_gain_%,pct_vs_sma200,pct_vs_sma20,rsi14,roc10,atr_pct,vol_ratio,macd_hist,adx14,bb_pctB,dist_52wH,obv_slope10,fill_edge_%,partial_at_%
2026-05-04,2026-05-05,2026-06-02,20,STOP,DOWNTREND,13580.0,13512.1,13512.1,14322.83,12735.43,12700.0,-6.01,-6.21,False,False,0.0,-8.3,2.27,55.7,0.97,2.73,1.29,57.0,18.52,77.55,-21.82,419062.0,0.5,
2026-03-16,2026-03-17,2026-03-23,4,STOP,DOWNTREND,12757.0,12693.22,12693.22,13454.81,12294.78,12294.78,-3.14,-3.34,False,False,0.0,-13.26,-11.03,27.59,-14.13,3.3,2.98,-179.87,38.18,4.09,-26.56,-2038887.0,0.5,
2026-01-13,2026-01-14,2026-01-14,1,STOP,UPTREND,16426.0,16343.87,16343.87,18795.45,16198.51,16198.51,-0.89,-1.09,False,False,0.0,16.48,-1.35,46.92,-1.33,1.77,1.01,-58.46,23.71,27.69,-5.43,395911.0,0.5,
2026-01-12,2026-01-13,2026-01-14,1,STOP,UPTREND,16582.0,16499.09,16499.09,18973.95,16201.26,16201.26,-1.81,-2.01,False,False,0.0,17.78,-0.41,50.83,0.24,1.68,0.95,-39.7,25.4,43.26,-4.54,1763959.0,0.5,
2026-01-09,2026-01-12,2026-01-12,1,STOP,UPTREND,16501.0,16418.49,16418.5,18881.27,16348.52,16348.52,-0.43,-0.63,False,False,0.0,17.41,-0.88,48.78,-0.57,1.66,0.92,-25.04,26.7,35.59,-5.0,1223477.0,0.5,
2026-01-08,2026-01-09,2026-01-12,1,STOP,UPTREND,16664.0,16580.68,16580.68,19067.78,16413.77,16413.77,-1.01,-1.21,False,False,0.0,18.78,0.18,52.92,-0.23,1.64,0.77,5.83,28.73,52.78,-4.06,1296854.0,0.5,
2026-01-07,2026-01-08,2026-01-12,2,STOP,UPTREND,16809.0,16724.95,16724.95,19233.7,16413.67,16413.67,-1.86,-2.06,False,False,0.0,20.03,1.25,56.91,1.35,1.63,1.37,35.06,30.38,67.24,-3.23,1793761.0,0.5,
2026-01-06,2026-01-07,2026-01-09,2,STOP,UPTREND,17292.0,17205.54,17205.54,19786.37,16423.19,16423.19,-4.55,-4.75,False,False,0.0,23.72,4.4,74.21,3.86,1.36,0.63,61.07,32.15,106.54,-0.45,2006090.0,0.5,
2025-12-31,2026-01-01,2026-01-14,9,STOP,UPTREND,16697.0,16613.51,16613.52,19105.54,16164.77,16164.77,-2.7,-2.9,False,False,0.0,20.42,1.91,62.18,2.1,1.35,1.03,17.79,25.64,83.25,-0.72,1623590.0,0.5,
2025-12-26,2025-12-29,2026-01-14,12,STOP,UPTREND,16596.0,16513.02,16513.02,18989.97,16165.6,16165.6,-2.1,-2.3,False,False,0.0,20.36,1.81,60.23,2.14,1.34,0.75,31.83,24.27,81.14,-0.74,528472.0,0.5,
2025-12-24,2025-12-26,2026-01-16,15,STOP,UPTREND,16703.0,16619.49,16619.48,19112.41,15926.93,15926.93,-4.17,-4.37,False,False,0.0,21.36,2.68,64.23,4.27,1.34,0.89,38.89,24.05,95.11,-0.1,1010098.0,0.5,
2025-12-22,2025-12-23,2026-01-16,17,STOP,UPTREND,16649.0,16565.76,16565.76,19050.62,15866.78,15866.78,-4.22,-4.42,False,False,0.0,21.41,2.74,63.97,2.85,1.4,0.93,33.75,22.99,101.13,-0.26,397500.0,0.5,
2025-12-12,2025-12-15,2026-01-16,23,STOP,UPTREND,16522.0,16439.39,16439.39,18905.3,15786.95,15786.95,-3.97,-4.17,False,False,0.0,21.62,2.99,63.07,3.91,1.55,1.21,36.53,21.51,114.42,-0.83,519177.0,0.5,
2025-12-03,2025-12-04,2026-01-16,30,TIME,UPTREND,16082.0,16001.59,16001.59,18401.83,15555.15,15859.0,-0.89,-1.09,False,False,0.0,19.49,1.51,54.64,1.99,1.56,0.81,34.32,22.71,77.72,-3.47,270970.0,0.5,
