ticker,yahoo,status,scan_date,signal_date,bt_from,bt_to,years,sector,company,exchange,subsector,strategy,recommendation,trade_status,signals_today,confidence,rank_score,portfolio_rank,regime_today,open,high,low,close,cmp,volume,avg20_volume,volume_ratio,day_chg_%,gap_%,candle_range,candle_range_%,atr,atr_points,atr_pct,above_50dma,above_200dma,pct_from_20dma,pct_from_50dma,pct_from_200dma,rsi,roc,relative_strength,entry,target,stop_loss,entry_ref,limit_price,target_hold_days,expected_return_pct,expected_return_points,risk_pct,risk_points,risk_reward,target_hits,target_hit_pct,stop_hits,stop_hit_pct,trail_exits,trail_pct,time_exits,time_pct,time_win,time_loss,hist_trades,win_rate,expectancy,avg_win_%,avg_loss_%,avg_days,exp_per_day_%,total_return_sum_%,cagr_%,profit_factor,reward_risk_ratio,recovery_factor,max_drawdown_%,max_consecutive_losses,seq_trades,cut_exits,remarks,expectancy_score,profit_factor_score,reward_risk_score,win_rate_score,relative_strength_score,confidence_score,trade_history_score,recovery_score,cagr_score,drawdown_score,trend_score,liquidity_score,expectancy_pct,profit_factor_pct,reward_risk_ratio_pct,win_rate_pct,relative_strength_pct,confidence_pct,recovery_factor_pct,cagr_%_pct,max_drawdown_%_pct,institutional_rank,remaining_upside_pct,entry_distance_pct,target_completion_pct,return_per_day_pct,risk_per_day_pct,capital_efficiency,opportunity_efficiency,confidence_weighted_return,atr_adjusted_return,stop_cushion_pct,opportunity_score,downside_exposure_pct,target_stop_distance_ratio,atr_risk_multiple,return_to_atr_ratio,risk_adjusted_return,volatility_efficiency,stop_loss_buffer,risk_score,risk_quintile,risk_decile,trend_alignment,trend_strength,momentum_trend_ratio,rsi_trend_score,breakout_strength,trend_conviction,trend_quintile,trend_decile,roc_strength,rsi_strength,momentum_acceleration,momentum_persistence,relative_momentum,momentum_efficiency,conviction_momentum,momentum_quality,momentum_score,momentum_band,momentum_quintile,momentum_decile,volume_strength,participation_score,volume_conviction,volume_efficiency,liquidity_efficiency,institutional_participation,accumulation_score,distribution_risk,turnover_quality,volume_score,volume_band,volume_quintile,volume_decile,confidence_quality,reward_quality,risk_quality,trend_quality,liquidity_quality,stability_quality,consistency_quality,opportunity_quality,quality_score,quality_band,quality_quintile,quality_decile,institutional_score,alpha_score,execution_score,portfolio_fit_score,composite_score,institutional_percentile,institutional_quintile,institutional_decile,institutional_grade,recommendation_score,recommendation_band,top_decile,top_quintile,top_10_percent,bottom_10_percent,confidence_norm,rank_score_norm,relative_strength_norm,expectancy_norm,win_rate_norm,portfolio_score,weight,weight_pct,capital_fraction,current_weight,target_weight,weight_change,rebalance_action,turnover,run_id,timestamp
LAURUSLABS,LAURUSLABS,ok,2026-09-09,,2018-01-01,2026-09-09,8.7,Healthcare,,NSE,,PASS_combined,BUY,WATCH,False,11.77,49.08,1,,1946.9,1955.0,1917.9,1937.0,1937.0,1822184,3532744,0.52,-0.51,0.0,37.1,1.92,49.07,49.07,2.53,True,True,4.15,11.74,51.24,64.73,3.79,39.27,1937.0,2133.28,1838.86,1937.0,,15.0,10.13,196.28,5.07,98.14,2.05,214,32.4,326,49.4,120,18.2,0,0.0,0,0,660,50.0,2.24,8.77,-4.28,9.1,0.246,1480.7,-13.83,2.05,2.05,2.0,-80.69,8,133,0,limited history: 8.7y (<10y) - lower confidence,44.8,52.5,68.3,71.4,100.0,100.0,100.0,0.0,0.0,0.0,75.6,39.67,95.45454545454545,95.45454545454545,86.36363636363636,100.0,95.45454545454545,95.45454545454545,86.36363636363636,68.18181818181817,54.54545454545454,2,10.1332,0.0,0.0,0.6753,0.338,0.1013,1.998,1.1923,4.004,5.0666,46.84,5.0666,2.0,2.004,4.004,1.9979,0.7897,98.14,39.16,3,6,2,100.0,1.498,88.17499999999998,26.0,81.196,4,8,77.56,88.38,1.498,0.52,0.4461,4.0052,0.0525,0.6598,67.66,Strong,5,10,9.88,1.1629,0.0612,19.4808,13.2691,37.999,1.9708,1.6645,7.4693,30.65,Weak,3,6,63.89,40.3,73.02,71.63,35.16,21.4164,60.755,43.0,67.12,Strong,5,10,65.62,69.88,43.68,61.59,74.32,95.4545,5,10,B,63.484,Strong,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,100.0,1.0,0.0,1.0,1.0,BUY,1.0,20260909_200226,2026-09-09 20:02:26.697911+05:30
