scan_date,signal_date,expected_exit_date,ticker,sector,strategy,confidence,regime_today,cmp,open,high,low,close,volume,entry,target,stop_loss,expected_return_pct,expected_return_points,risk_pct,risk_points,risk_reward,target_hold_days,days_since_signal,days_remaining,holding_progress_pct,current_return_pct,target_progress_pct,distance_to_target_pct,distance_to_stop_pct,trade_status
2026-07-30 10:53:54,2026-06-30,2026-07-20,LAURUSLABS,Healthcare,Swing Scanner,11.92,UPTREND,1517.4,1500.3,1522.4,1485.0,1517.4,3274608,1517.4,1669.14,1441.16,10.0,151.74,5.0243838144194015,76.24000000000001,1.9902938090241342,20,30,0,150.0,0.0,0.0,10.0,5.0243838144194015,TIME EXIT
