signal_date,entry_date,exit_date,days_held,outcome,trade_type,signal_close,limit_price,entry_price,target_price,stop_price,exit_price,gross_return_%,net_return_%,hit_target,partial_taken,peak_gain_%,pct_vs_sma200,pct_vs_sma20,rsi14,roc10,atr_pct,vol_ratio,macd_hist,adx14,bb_pctB,dist_52wH,obv_slope10,fill_edge_%,partial_at_%
2026-05-25,2026-05-26,2026-05-27,1,STOP,DOWNTREND,774.05,770.18,770.18,816.39,752.45,752.45,-2.3,-2.5,False,False,1.01,-14.5,1.96,53.81,3.04,2.2,0.78,2.28,17.12,79.13,-22.9,-63779470.0,0.5,
2026-03-25,2026-03-27,2026-03-30,1,STOP,DOWNTREND,769.57,765.72,760.62,806.26,726.35,726.35,-4.51,-4.71,False,False,0.22,-18.58,-6.59,33.69,-6.19,3.11,1.13,-5.83,44.53,19.33,-23.34,-246913478.0,1.18,
2026-03-16,2026-03-17,2026-03-19,2,STOP,DOWNTREND,826.92,822.79,822.79,872.16,806.59,757.47,-7.94,-8.14,False,False,1.49,-13.04,-4.63,34.55,-5.31,2.3,1.56,-4.49,39.93,22.09,-17.63,-141969396.0,0.5,
2026-03-05,2026-03-06,2026-03-09,1,STOP,DOWNTREND,863.47,859.15,853.93,905.16,832.8,811.58,-4.96,-5.16,False,False,0.42,-9.56,-3.91,32.25,-5.08,1.91,1.09,-3.85,29.68,9.49,-13.99,-202495663.0,1.12,
2026-01-29,2026-01-30,2026-02-02,1,STOP,DOWNTREND,920.28,915.68,914.87,969.76,901.29,900.11,-1.61,-1.81,False,False,0.96,-3.94,-0.65,41.34,1.09,1.62,1.2,1.3,31.42,43.58,-8.33,44690023.0,0.59,
2026-01-28,2026-01-29,2026-02-02,2,STOP,DOWNTREND,917.52,912.94,912.94,967.71,901.66,900.11,-1.4,-1.6,False,False,1.21,-4.19,-1.24,39.18,-0.5,1.62,1.19,0.17,32.26,38.84,-8.6,-29173853.0,0.5,
2026-01-20,2026-01-21,2026-01-23,2,STOP,DOWNTREND,916.05,911.47,909.95,964.55,896.57,896.57,-1.47,-1.67,False,False,0.77,-4.24,-3.21,29.79,-3.22,1.49,1.46,-3.11,31.47,23.75,-8.75,-103103467.0,0.67,
2026-01-16,2026-01-19,2026-01-21,2,STOP,DOWNTREND,915.95,911.37,911.37,966.05,900.96,900.96,-1.14,-1.34,False,False,1.05,-4.21,-3.79,27.81,-7.04,1.45,1.65,-4.86,30.82,17.22,-8.76,-160570414.0,0.5,
2024-12-16,2024-12-17,2024-12-19,2,STOP,UPTREND,905.19,900.66,900.66,1035.76,873.4,873.35,-3.03,-3.23,False,False,0.35,15.63,2.72,66.38,3.35,1.68,0.27,1.09,34.63,73.46,-0.79,98164020.0,0.5,
2024-12-13,2024-12-16,2024-12-19,3,STOP,UPTREND,908.37,903.83,903.83,1039.4,875.98,873.35,-3.37,-3.57,False,False,0.41,16.19,3.57,68.79,4.21,1.73,0.39,1.82,34.94,77.84,-0.44,126381978.0,0.5,
2024-12-12,2024-12-13,2024-12-18,3,STOP,UPTREND,902.3,897.79,897.79,1032.46,879.42,879.42,-2.05,-2.25,False,False,1.35,15.58,3.42,66.65,3.69,1.69,0.35,2.28,35.28,74.71,-1.1,135042512.0,0.5,
2024-12-11,2024-12-12,2024-12-18,4,STOP,UPTREND,904.17,899.65,898.3,1033.04,878.56,878.56,-2.2,-2.4,False,False,1.3,15.98,4.05,67.98,2.8,1.74,0.28,3.21,34.48,78.79,-0.9,116613910.0,0.65,
2024-12-10,2024-12-11,2024-12-18,5,STOP,UPTREND,906.6,902.07,902.07,1037.37,877.28,877.28,-2.75,-2.95,False,False,0.87,16.46,4.61,69.67,4.62,1.8,0.26,4.02,33.08,83.88,-0.63,163374312.0,0.5,
2024-12-09,2024-12-10,2024-12-18,6,STOP,UPTREND,907.52,902.98,902.98,1038.43,877.5,877.5,-2.82,-3.02,False,False,0.92,16.75,5.05,70.29,4.73,1.86,0.53,4.52,31.46,88.82,-0.53,145764226.0,0.5,
2024-12-05,2024-12-06,2024-12-18,8,STOP,UPTREND,905.46,900.93,900.93,1036.07,877.34,877.34,-2.62,-2.82,False,False,1.27,16.84,5.47,71.37,7.15,1.93,0.78,5.01,28.12,97.63,-0.76,589110356.0,0.5,
2024-12-04,2024-12-05,2024-12-18,9,STOP,UPTREND,902.72,898.2,898.2,1032.93,877.99,877.99,-2.25,-2.45,False,False,1.58,16.67,5.48,70.69,6.76,1.9,0.87,4.5,26.4,103.13,-0.26,513711130.0,0.5,
2024-07-03,2024-07-04,2024-07-05,1,STOP,UPTREND,858.33,854.04,854.02,982.12,821.5,817.74,-4.25,-4.45,False,False,0.0,16.51,7.74,77.64,6.68,1.89,2.61,3.78,31.91,96.9,-1.41,154023662.0,0.51,
