signal_date,entry_date,exit_date,days_held,outcome,trade_type,signal_close,limit_price,entry_price,target_price,stop_price,exit_price,gross_return_%,net_return_%,hit_target,partial_taken,peak_gain_%,pct_vs_sma200,pct_vs_sma20,rsi14,roc10,atr_pct,vol_ratio,macd_hist,adx14,bb_pctB,dist_52wH,obv_slope10,fill_edge_%,partial_at_%
2026-04-29,2026-04-30,2026-05-13,9,STOP,UPTREND,448.72,446.48,446.48,513.45,410.59,388.59,-12.96,-13.16,False,False,0.0,16.21,8.43,70.96,7.03,2.72,0.74,3.57,25.14,83.09,-2.88,67574774.0,0.5,
2026-04-28,2026-04-29,2026-05-13,10,STOP,UPTREND,458.96,456.66,456.66,525.16,411.0,388.59,-14.91,-15.11,False,False,0.0,18.94,11.79,80.37,12.76,2.61,1.59,4.15,24.12,96.79,-0.67,92597945.0,0.5,
2026-02-11,2026-02-12,2026-03-12,19,TARGET,DOWNTREND,373.34,371.47,371.47,393.76,344.26,393.76,6.0,4.64,False,False,0.0,-3.18,3.76,57.02,5.8,2.14,0.97,2.45,17.19,89.77,-9.86,8117089.0,0.5,
2026-01-29,2026-01-30,2026-03-11,27,TARGET,DOWNTREND,364.19,362.37,362.37,384.11,338.51,384.11,6.0,4.64,False,False,0.0,-5.72,-0.19,49.61,-0.26,2.07,1.05,-0.3,26.86,48.72,-12.07,2300765.0,0.5,
2025-03-19,2025-03-20,2025-04-07,11,STOP,DOWNTREND,367.0,365.17,365.17,387.08,337.58,332.96,-8.82,-9.02,False,False,0.0,-10.02,5.8,63.75,7.37,2.84,1.3,2.31,14.24,120.51,-24.94,24942877.0,0.5,
2024-10-03,2024-10-04,2024-10-25,15,STOP,UPTREND,466.15,463.82,463.82,533.39,422.46,422.46,-8.92,-9.12,False,False,0.0,15.51,4.61,63.28,7.08,2.73,0.88,3.05,27.17,74.18,-4.66,56237161.0,0.5,
2024-10-01,2024-10-03,2024-10-25,16,STOP,UPTREND,475.49,473.11,463.43,532.95,422.54,422.54,-8.83,-9.03,False,False,0.0,18.04,7.32,71.71,8.12,2.61,0.89,4.23,27.39,87.39,-2.75,64194327.0,2.6,
2024-09-30,2024-10-01,2024-10-23,15,STOP,UPTREND,476.82,474.44,474.44,545.6,426.99,426.99,-10.0,-10.2,False,False,0.0,18.59,8.19,73.0,8.85,2.62,0.95,4.68,25.75,94.05,-2.48,90080550.0,0.5,
2024-09-27,2024-09-30,2024-10-22,15,STOP,UPTREND,479.69,477.29,477.29,548.88,429.56,429.56,-10.0,-10.2,False,False,0.0,19.59,9.44,75.72,9.89,2.56,1.97,4.75,24.09,105.07,-1.89,114687690.0,0.5,
2024-09-25,2024-09-26,2024-10-25,20,STOP,UPTREND,462.5,460.18,460.18,529.21,422.71,422.71,-8.14,-8.34,False,False,0.0,15.87,6.68,69.62,7.45,2.54,1.07,3.53,20.02,101.47,-1.3,84562000.0,0.5,
2024-09-24,2024-09-25,2024-10-25,21,STOP,UPTREND,463.14,460.82,460.82,529.95,422.68,422.68,-8.28,-8.48,False,False,0.0,16.31,7.27,70.21,5.25,2.56,2.69,3.09,18.62,113.49,-1.16,80321557.0,0.5,
2024-08-07,2024-08-08,2024-08-13,3,STOP,UPTREND,425.15,423.02,423.02,486.48,404.08,404.08,-4.48,-4.68,False,False,0.0,15.17,-1.39,46.18,2.46,3.42,1.72,0.09,17.66,38.7,-8.64,32811163.0,0.5,
2024-08-06,2024-08-07,2024-08-13,4,STOP,UPTREND,431.47,429.31,429.31,493.71,404.16,404.16,-5.86,-6.06,False,False,0.0,17.16,-0.02,49.19,4.86,3.29,1.23,1.23,17.74,49.83,-7.28,71345632.0,0.5,
2024-08-02,2024-08-05,2024-09-17,30,TIME,UPTREND,454.84,452.56,440.66,506.76,396.59,439.77,-0.2,-0.4,False,False,0.0,24.12,5.37,62.58,11.16,2.82,1.94,3.94,19.07,93.86,-2.26,71923641.0,3.22,
2024-08-01,2024-08-02,2024-08-12,6,STOP,UPTREND,458.84,456.55,454.79,523.01,409.31,409.31,-10.0,-10.2,False,False,0.0,25.56,6.59,65.44,8.01,2.71,2.54,3.66,19.24,108.94,-0.31,82897222.0,0.89,
2024-07-29,2024-07-30,2024-09-11,30,TIME,UPTREND,436.95,434.77,434.77,499.99,392.0,430.43,-1.0,-1.2,False,False,0.0,20.53,2.28,55.57,1.89,2.94,1.22,0.88,22.09,78.48,-4.29,208115.0,0.5,
2024-07-26,2024-07-29,2024-09-10,30,TIME,UPTREND,439.38,437.18,437.18,502.76,393.46,440.02,0.65,0.36,False,False,0.0,21.5,2.89,57.08,0.98,2.99,2.98,-0.06,23.1,86.85,-3.76,7101899.0,0.5,
