order_id,ticker,side,quantity,execution_price,estimated_value,target_value,current_value,order_value,remaining_cash,order_type,status,created_at,yahoo,sector,signals_today,regime_today,bt_from,bt_to,years,hist_trades,win_%,win_rate,expectancy_%,expectancy,avg_win_%,avg_loss_%,avg_days,confidence,exp_per_day_%,cut_exits,trail_exits,total_return_sum_%,profit_factor,reward_risk_ratio,cagr_%,max_drawdown_%,recovery_factor,max_consecutive_losses,seq_trades,rel_strength,relative_strength,rank_score,day_chg_%,above_50dma,last_close,last_atr_pct,entry_ref,limit_price,plan_entry,stop_price,stop_%,target_price,exp_days_to_target,target_hits,target_%,stop_hits,stop_hit_%,trail_%,time_exits,time_%,time_win,time_loss,remark,confidence_norm,rank_score_norm,relative_strength_norm,expectancy_norm,win_rate_norm,portfolio_score,portfolio_rank,weight,weight_pct,capital_fraction,current_weight,target_weight,weight_change,rebalance_action,turnover,price,fill_price,slippage_per_share,slippage_cost,executed_value,slippage_pct,fill_status,brokerage,exchange_fee,tax,transaction_cost,net_execution_value,cost_pct,total_fees,execution_efficiency,validation_status,validation_reason,participation_rate
DAF98C626E1A4E29BEFAD5F08FA3D346,RVNL,BUY,14039,356.13,4999709.07,5000000.0,0.0,5000000.0,5000290.93,MARKET,NEW,2026-07-26 20:35:31.223420,RVNL,UNKNOWN,False,,2019-04-11,2025-12-31,6.7,561,46.2,46.2,3.47,3.47,13.61,-5.22,7.3,20.87,0.476,0,38,1946.82,2.23,2.61,-21.56,-82.89,-0.95,11,135,4.57,4.57,24.05,-0.86,True,356.13,3.67,356.13,,356.13,330.0,-7.34,391.74,9d,222,39.6,301,53.7,6.8,0,0.0,0,0,limited history: 6.7y (<10y) - lower confidence,1.0,1.0,0.0,1.0,0.0,0.7499999999999999,1,0.5,50.0,0.5,0.0,0.5,0.5,BUY,0.5,356.13,356.308065,0.1780650000000037,2499.854535000052,5002208.924535,0.0005000000000000103,FILLED,1500.6626773604999,250.11044622675,1000.441784907,5251.069443494302,5007459.993978494,0.0010497501249375416,2751.21490849425,0.9989502498750624,REJECTED,Order value exceeds limit,
AF1B486ED9734EE3A2E6E7F09E2BD410,LAURUSLABS,BUY,4517,1106.9,4999867.300000001,5000000.0,0.0,5000000.0,423.6299999989569,MARKET,NEW,2026-07-26 20:35:31.223420,LAURUSLABS,UNKNOWN,True,UPTREND,2018-01-01,2025-12-31,8.0,553,48.5,48.5,2.12,2.12,9.12,-4.47,8.5,11.41,0.248,0,93,1170.85,1.92,2.04,-15.82,-80.69,-0.9,8,120,31.86,31.86,17.12,1.47,True,1106.9,2.04,1106.9,,1106.9,1061.81,-4.07,1217.59,14d,179,32.4,281,50.8,16.8,0,0.0,0,0,limited history: 8.0y (<10y) - lower confidence,0.0,0.0,1.0,0.0,1.0,0.25,2,0.5,50.0,0.5,0.0,0.5,0.5,BUY,0.5,1106.9,1107.45345,0.5534499999998843,2499.9336499994774,5002367.23365,0.0004999999999998954,FILLED,1500.7101700949997,250.1183616825,1000.47344673,5251.235628506977,5007618.469278507,0.0010497501249374268,2751.3019785075,0.9989502498750625,REJECTED,Insufficient capital,
