signal_date,entry_date,exit_date,days_held,outcome,trade_type,signal_close,limit_price,entry_price,target_price,stop_price,exit_price,gross_return_%,net_return_%,hit_target,partial_taken,peak_gain_%,pct_vs_sma200,pct_vs_sma20,rsi14,roc10,atr_pct,vol_ratio,macd_hist,adx14,bb_pctB,dist_52wH,obv_slope10,fill_edge_%,partial_at_%
2026-06-15,2026-06-16,2026-06-18,2,TARGET,DOWNTREND,1254.26,1247.99,1247.99,1322.87,1203.5,1322.87,6.0,4.64,False,False,0.0,-9.78,3.75,58.6,4.16,2.36,2.01,4.63,14.81,110.31,-29.66,2004840.0,0.5,
2026-04-08,2026-04-09,2026-04-16,4,TARGET,DOWNTREND,1275.76,1269.38,1269.38,1345.55,1199.17,1345.55,6.0,4.64,False,False,0.0,-13.85,7.48,57.63,8.11,3.67,2.02,13.73,28.28,111.45,-29.03,5848681.0,0.5,
2026-02-04,2026-02-05,2026-02-16,7,STOP,DOWNTREND,1353.95,1347.18,1347.18,1428.01,1274.18,1274.18,-5.42,-5.62,False,False,0.0,-11.02,-0.52,47.05,1.89,3.59,1.4,1.55,35.19,46.9,-24.68,-1668469.0,0.5,
2026-02-03,2026-02-04,2026-03-02,18,STOP,DOWNTREND,1330.86,1324.21,1324.21,1403.66,1250.44,1194.31,-9.81,-10.01,False,False,0.0,-12.5,-2.53,43.86,-5.08,3.7,2.85,-3.49,36.85,35.46,-25.97,-8112295.0,0.5,
2026-01-28,2026-01-29,2026-02-02,2,STOP,DOWNTREND,1344.63,1337.91,1337.91,1418.19,1282.38,1217.89,-8.97,-9.17,False,False,0.0,-11.45,-3.63,37.66,-4.44,2.75,1.16,-4.61,36.04,24.61,-25.2,-6226505.0,0.5,
2026-01-22,2026-01-23,2026-02-02,5,STOP,DOWNTREND,1344.34,1337.62,1337.62,1417.87,1284.98,1217.89,-8.95,-9.15,False,False,0.0,-11.32,-4.92,32.71,-5.67,2.61,1.01,-6.06,35.3,8.39,-25.22,-3717471.0,0.5,
2025-07-10,2025-07-11,2025-07-25,10,STOP,UPTREND,1717.4,1708.82,1705.41,1961.22,1604.07,1604.07,-5.94,-6.14,False,False,0.0,17.57,0.6,56.79,0.02,2.95,0.51,-11.8,25.63,55.36,-12.19,5926813.0,0.7,
2025-07-09,2025-07-10,2025-07-25,11,STOP,UPTREND,1731.46,1722.8,1722.8,1981.22,1619.97,1619.97,-5.97,-6.17,False,False,0.0,18.63,1.72,59.42,0.99,2.97,0.42,-10.2,26.59,64.17,-11.47,10812904.0,0.5,
2025-07-07,2025-07-08,2025-07-25,13,STOP,UPTREND,1748.17,1739.43,1739.43,2000.34,1634.34,1634.34,-6.04,-6.24,False,False,0.0,20.0,2.67,62.88,3.2,3.01,0.59,-6.72,29.48,71.63,-10.62,15094398.0,0.5,
2025-07-04,2025-07-07,2025-07-25,14,STOP,UPTREND,1732.44,1723.78,1723.78,1982.35,1617.65,1617.65,-6.16,-6.36,False,False,0.0,19.05,1.71,61.11,4.55,3.06,1.16,-5.77,30.51,63.61,-11.42,19720943.0,0.5,
2025-07-03,2025-07-04,2025-07-11,5,STOP,UPTREND,1774.12,1765.25,1765.25,2030.04,1662.8,1662.8,-5.8,-6.0,False,False,0.0,22.07,4.11,69.27,10.2,2.89,0.67,-3.13,31.62,82.53,-9.29,28305115.0,0.5,
2025-07-02,2025-07-03,2025-07-25,16,STOP,UPTREND,1748.66,1739.92,1739.92,2000.91,1636.41,1636.41,-5.95,-6.15,False,False,0.0,20.5,2.7,66.75,5.87,2.96,0.59,-3.9,31.73,71.9,-10.59,22310514.0,0.5,
2025-07-01,2025-07-02,2025-07-14,8,STOP,UPTREND,1766.85,1758.01,1758.01,2021.71,1654.25,1654.25,-5.9,-6.1,False,False,0.0,21.92,4.0,70.58,6.56,2.94,0.67,-3.2,31.85,82.87,-9.66,22810852.0,0.5,
2025-06-30,2025-07-01,2025-07-14,9,STOP,UPTREND,1763.41,1754.59,1754.59,2017.78,1648.18,1648.18,-6.06,-6.26,False,False,0.0,21.87,4.06,70.28,6.62,3.02,0.88,-4.68,31.67,84.94,-9.84,24556586.0,0.5,
2025-06-25,2025-06-26,2025-07-25,21,STOP,UPTREND,1714.55,1705.98,1705.98,1961.88,1594.74,1594.74,-6.52,-6.72,False,False,0.0,18.94,2.9,65.81,0.28,3.24,0.62,-9.66,32.02,66.26,-12.34,14489651.0,0.5,
2025-06-11,2025-06-12,2025-06-13,1,STOP,UPTREND,1709.74,1701.19,1698.53,1953.31,1586.03,1567.8,-7.7,-7.9,False,False,0.0,19.5,10.51,75.11,14.49,3.29,1.04,16.54,45.86,77.26,-12.58,20399673.0,0.66,
2025-06-10,2025-06-11,2025-06-12,1,STOP,UPTREND,1756.72,1747.94,1747.94,2010.13,1639.33,1639.33,-6.21,-6.41,False,False,0.0,22.91,15.02,85.17,21.93,3.09,0.61,23.84,45.76,87.57,-10.18,36389394.0,0.5,
2025-06-09,2025-06-10,2025-06-12,2,STOP,UPTREND,1762.91,1754.1,1754.1,2017.21,1644.06,1644.06,-6.27,-6.47,False,False,0.0,23.49,17.18,86.59,22.1,3.12,0.62,27.3,43.57,92.89,-9.87,37688656.0,0.5,
2025-06-05,2025-06-06,2025-06-12,4,STOP,UPTREND,1748.46,1739.72,1739.72,2000.68,1626.71,1626.71,-6.5,-6.7,False,False,0.0,22.79,20.44,86.57,22.21,3.23,1.37,28.76,38.84,100.75,-10.6,49654970.0,0.5,
2025-06-03,2025-06-04,2025-06-13,7,STOP,UPTREND,1679.76,1671.36,1671.36,1922.06,1566.01,1566.01,-6.3,-6.5,False,False,0.0,18.35,19.65,85.39,17.97,3.14,1.89,24.23,33.82,103.1,-14.12,58363086.0,0.5,
2025-04-03,2025-04-04,2025-04-07,1,STOP,DOWNTREND,1217.18,1211.1,1211.1,1283.76,1143.56,1061.48,-12.35,-12.55,False,False,0.0,-11.89,6.71,56.0,5.54,3.7,0.75,17.63,23.56,82.52,-37.77,18374465.0,0.5,
2025-03-19,2025-03-20,2025-03-24,2,TARGET,DOWNTREND,1153.24,1147.48,1147.48,1216.32,1074.16,1216.32,6.0,4.64,False,False,0.0,-15.97,2.36,48.43,5.11,4.24,1.9,9.55,41.58,61.2,-41.04,-6645166.0,0.5,
2025-03-06,2025-03-07,2025-03-11,2,STOP,DOWNTREND,1155.85,1150.07,1150.07,1219.07,1072.95,1069.45,-7.01,-7.21,False,False,0.0,-15.65,-2.76,39.35,-2.68,4.45,1.19,6.95,44.84,37.4,-40.9,4765217.0,0.5,
2025-02-19,2025-02-20,2025-02-21,1,TARGET,DOWNTREND,1187.64,1181.71,1181.71,1252.61,1093.99,1258.17,6.47,5.02,False,False,0.0,-12.9,-5.77,31.24,-10.42,4.92,1.06,3.61,44.73,24.24,-39.28,-12701338.0,0.5,
2025-02-05,2025-02-06,2025-02-11,3,STOP,DOWNTREND,1325.85,1319.22,1319.22,1398.37,1223.9,1223.9,-7.23,-7.43,False,False,0.0,-2.04,-6.4,37.5,-11.03,4.79,1.25,-6.17,41.65,33.42,-32.21,-20079814.0,0.5,
2025-01-29,2025-01-30,2025-02-06,6,TARGET,DOWNTREND,1269.43,1263.08,1263.08,1338.86,1165.14,1338.86,6.0,4.64,False,False,0.0,-5.53,-18.12,22.4,-19.43,5.14,1.54,-33.32,37.35,3.42,-35.1,-21306226.0,0.5,
2025-01-20,2025-01-21,2025-01-22,1,STOP,UPTREND,1571.14,1563.29,1563.29,1797.78,1450.67,1450.67,-7.2,-7.4,False,False,0.0,18.42,-6.33,37.17,-7.67,3.58,0.62,-19.19,26.4,22.64,-19.67,445633.0,0.5,
2025-01-16,2025-01-17,2025-01-27,6,STOP,UPTREND,1575.91,1568.03,1568.03,1803.23,1446.41,1376.12,-12.24,-12.44,False,False,0.0,19.45,-7.73,37.55,-11.17,3.86,1.12,-27.41,25.97,19.42,-19.43,61176.0,0.5,
2024-12-24,2024-12-26,2025-01-09,10,STOP,UPTREND,1784.54,1775.62,1775.62,2041.96,1655.63,1655.63,-6.76,-6.96,False,False,0.0,42.25,-0.79,54.23,-4.89,3.36,0.4,-16.95,34.25,47.2,-8.76,1014213.0,0.5,
2024-12-23,2024-12-24,2025-01-09,11,STOP,UPTREND,1787.59,1778.65,1778.65,2045.45,1656.29,1656.29,-6.88,-7.08,False,False,0.0,42.98,-0.0,54.65,-4.53,3.42,0.6,-10.18,36.34,49.99,-8.6,6421191.0,0.5,
2024-12-20,2024-12-23,2024-12-31,5,STOP,UPTREND,1829.02,1819.87,1819.87,2092.85,1699.29,1699.29,-6.63,-6.83,False,False,0.0,46.79,3.06,60.63,-1.22,3.3,0.69,-0.22,38.1,59.06,-6.49,14884371.0,0.5,
2024-12-19,2024-12-20,2024-12-23,1,STOP,UPTREND,1923.09,1913.47,1913.47,2200.49,1800.89,1800.89,-5.88,-6.08,False,False,0.0,54.9,9.33,78.8,5.42,2.93,0.55,10.02,39.11,75.62,-1.68,26147293.0,0.5,
2024-12-18,2024-12-19,2024-12-26,4,STOP,UPTREND,1915.71,1906.13,1869.56,2150.0,1758.74,1758.74,-5.93,-6.13,False,False,0.0,54.93,10.18,78.33,13.4,2.89,0.56,14.51,38.99,77.01,-2.05,42553336.0,2.47,
2024-12-17,2024-12-18,2024-12-23,3,STOP,UPTREND,1930.56,1920.9,1920.9,2209.04,1810.03,1810.03,-5.77,-5.97,False,False,0.0,56.77,12.44,81.74,18.04,2.87,0.61,19.82,38.25,81.8,-1.29,50714692.0,0.5,
2024-12-16,2024-12-17,2024-12-23,4,STOP,UPTREND,1924.56,1914.94,1914.94,2202.18,1801.9,1801.9,-5.9,-6.1,False,False,0.0,56.95,13.59,81.43,17.59,2.94,0.68,23.76,36.5,84.24,-1.11,44462791.0,0.5,
2024-12-12,2024-12-13,2024-12-23,6,STOP,UPTREND,1914.78,1905.21,1905.21,2190.99,1787.13,1787.13,-6.2,-6.4,False,False,0.0,57.47,16.37,81.62,21.88,3.08,0.71,31.17,32.97,90.28,-0.72,56032586.0,0.5,
2024-12-10,2024-12-11,2024-12-27,11,STOP,UPTREND,1876.35,1866.96,1866.96,2147.01,1741.61,1741.61,-6.71,-6.91,False,False,0.0,55.59,16.83,79.9,20.24,3.34,0.73,34.04,27.92,96.57,-1.06,50736817.0,0.5,
2024-12-09,2024-12-10,2024-12-27,12,STOP,UPTREND,1872.46,1863.1,1863.1,2142.57,1735.58,1735.58,-6.84,-7.04,False,False,0.0,55.89,17.71,79.73,22.54,3.41,1.1,34.09,25.34,103.97,-1.27,49980678.0,0.5,
2024-12-06,2024-12-09,2024-12-30,14,STOP,UPTREND,1851.67,1842.42,1842.42,2118.78,1715.62,1715.62,-6.88,-7.08,False,False,0.0,54.77,17.51,78.82,22.3,3.42,1.57,30.99,22.56,111.37,-0.8,47449091.0,0.5,
2024-12-05,2024-12-06,2025-01-08,22,STOP,UPTREND,1824.3,1815.18,1815.18,2087.45,1687.47,1687.47,-7.04,-7.24,False,False,0.0,53.08,16.91,77.6,20.18,3.5,3.82,24.94,19.77,121.85,-0.51,37013781.0,0.5,
2024-12-02,2024-12-03,2024-12-09,4,TARGET,UPTREND,1636.65,1628.47,1628.47,1872.74,1511.41,1872.74,15.0,11.84,False,False,0.0,38.69,6.96,65.11,13.06,3.58,1.56,11.79,14.31,98.63,-1.59,25864282.0,0.5,
2024-11-29,2024-12-02,2024-12-06,4,TARGET,UPTREND,1611.49,1603.43,1603.43,1843.95,1486.75,1843.95,15.0,11.84,False,False,0.0,36.95,5.72,62.8,14.23,3.62,1.39,9.24,13.13,94.77,-2.35,23722412.0,0.5,
2024-11-27,2024-11-28,2024-12-05,5,TARGET,UPTREND,1590.31,1582.36,1582.36,1819.71,1467.98,1819.71,15.0,11.84,False,False,0.0,35.96,5.2,61.73,4.1,3.6,1.13,6.0,11.51,92.49,-3.63,14427226.0,0.5,
2024-11-21,2024-11-22,2024-12-05,9,TARGET,UPTREND,1518.01,1510.42,1510.42,1736.99,1384.7,1736.99,15.0,11.84,False,False,0.0,31.28,1.9,54.04,0.18,4.14,1.0,-5.35,12.5,64.34,-8.01,4595697.0,0.5,
2024-11-19,2024-11-21,2024-12-04,9,TARGET,UPTREND,1480.66,1473.26,1473.26,1694.25,1348.29,1694.25,15.0,11.84,False,False,0.0,28.42,-0.33,49.87,-1.02,4.22,0.64,-8.62,13.21,47.55,-10.27,3286063.0,0.5,
2024-11-12,2024-11-13,2024-12-05,14,TARGET,UPTREND,1495.95,1488.47,1488.47,1711.74,1364.71,1711.74,15.0,11.84,False,False,0.0,31.09,-0.38,50.71,4.1,4.14,0.65,0.71,15.72,47.11,-9.35,4584868.0,0.5,
