signal_date,entry_date,exit_date,days_held,outcome,trade_type,signal_close,limit_price,entry_price,target_price,stop_price,exit_price,gross_return_%,net_return_%,hit_target,partial_taken,peak_gain_%,pct_vs_sma200,pct_vs_sma20,rsi14,roc10,atr_pct,vol_ratio,macd_hist,adx14,bb_pctB,dist_52wH,obv_slope10,fill_edge_%,partial_at_%
2026-07-02,2026-07-03,2026-07-08,3,STOP,DOWNTREND,2210.6,2199.55,2199.55,2331.52,2138.44,2138.44,-2.78,-2.98,False,False,0.0,-3.8,2.67,58.0,0.66,1.84,1.74,5.95,16.76,94.28,-18.16,-733943.0,0.5,
2026-06-18,2026-06-19,2026-06-30,7,STOP,DOWNTREND,2196.16,2185.18,2185.18,2316.29,2117.04,2117.04,-3.12,-3.32,False,False,0.0,-5.32,2.89,56.37,6.69,2.07,0.5,12.84,20.11,83.36,-18.69,3491870.0,0.5,
2026-04-17,2026-04-20,2026-04-22,2,TARGET,DOWNTREND,2218.24,2207.15,2207.15,2339.57,2124.31,2339.57,6.0,4.64,False,False,0.0,-6.46,6.0,60.24,8.53,2.49,2.08,20.85,24.26,117.14,-17.88,11830979.0,0.5,
2026-03-25,2026-03-27,2026-04-02,3,STOP,DOWNTREND,2113.3,2102.74,2101.92,2228.04,2024.71,2024.71,-3.67,-3.87,False,False,0.0,-11.28,-2.75,40.14,-1.23,2.44,1.06,-4.74,38.33,34.77,-21.76,-155752.0,0.54,
2026-03-16,2026-03-17,2026-03-19,2,STOP,DOWNTREND,2153.79,2143.02,2143.02,2271.6,2069.01,2069.01,-3.45,-3.65,False,False,0.0,-9.87,-4.22,34.28,-6.95,2.29,1.18,-14.12,31.82,19.66,-20.26,-9770153.0,0.5,
2026-01-05,2026-01-06,2026-01-29,16,STOP,DOWNTREND,2360.09,2348.29,2348.29,2489.19,2297.88,2297.88,-2.15,-2.35,False,False,0.0,-0.62,3.66,59.9,4.57,1.42,1.03,14.87,31.82,124.03,-12.62,5864410.0,0.5,
2025-03-06,2025-03-07,2025-04-09,21,TARGET,DOWNTREND,2156.79,2146.01,2146.01,2274.77,2075.66,2274.77,6.0,4.64,False,False,0.0,-12.31,-2.27,39.34,-1.4,2.17,1.18,-6.95,20.28,30.87,-26.04,-9114780.0,0.5,
2025-01-09,2025-01-10,2025-01-15,3,STOP,DOWNTREND,2367.18,2355.34,2355.34,2496.66,2291.48,2291.48,-2.71,-2.91,False,False,0.0,-2.91,3.11,57.64,4.4,1.8,1.71,14.8,29.16,110.46,-18.82,5368291.0,0.5,
2024-10-01,2024-10-03,2024-10-09,4,STOP,UPTREND,2809.16,2795.12,2794.75,3213.96,2678.42,2678.42,-4.16,-4.36,False,False,0.0,16.38,0.13,54.48,1.75,2.07,0.64,-4.7,33.68,51.75,-3.67,248710.0,0.52,
2024-09-30,2024-10-01,2024-10-04,2,STOP,UPTREND,2842.36,2828.15,2828.15,3252.37,2713.41,2713.41,-4.06,-4.26,False,False,0.0,17.85,1.54,59.67,3.18,2.02,0.87,-0.91,35.33,68.64,-2.53,2532013.0,0.5,
